project,file,test,status,durationMs,rootCauseCategory,rootCauseConfidence,errorMessage,errorStack
"admin","e2e/governance/deployment-legitimacy-visibility.spec.ts","attestation surface accepts release id queries without 5xx","failed","21247","apiGet-20s-timeout","high","TimeoutError: apiRequestContext.get: Timeout 20000ms exceeded. Call log: [2m  - → GET http://localhost:3002/api/health?releaseId=UE-DEV[22m [2m    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.7727.15 Safari/537.36[22m [2m    - accept: */*[22m [2m    - accept-encoding: gzip,deflate,br[22m [2m    - cookie: nzila_session=uWUYhawZNXR8seKajhRYfrR7JYYJ1amigL-rn_WCoQE[22m      at e2e\helpers\governance.ts:45    43 |   releaseId: string,   44 | ): Promise<void> { > 45 |   const r: APIResponse = await page.request.get(      |                                             ^   46 |     `${baseUrl}/api/health?releaseId=${encodeURIComponent(releaseId)}`,   47 |   )   48 |   // In e2e, degraded dependencies can surface as 503; only h",""
"admin","e2e/missing-routes.spec.ts","ops page exists and renders","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/missing-routes.spec.ts","admin: /dashboard renders for admin role","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    48 |   test.skip(!isTestAuth, 'Requires PLAYWRIGHT_TEST_AUTH=true');   49 | > 50 |   test.beforeAll(async ({ request }) => {      |        ^   51 |     await bootstrapE2EAuth(request);   52 |   });   53 |     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\missing-routes.spec.ts:50:8",""
"admin","e2e/missing-routes.spec.ts","admin: /dashboard/admin renders for admin role","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/missing-routes.spec.ts","admin: /dashboard/settings renders","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/missing-routes.spec.ts","steward: /dashboard/inbox renders (consolidated cases view — Wave 3)","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/missing-routes.spec.ts","member: /dashboard/claims/new renders (intake form)","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/missing-routes.spec.ts","governance: /dashboard/continuity-intelligence renders","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/missing-routes.spec.ts","steward: /dashboard/grievances list page renders (FLOW-003 fixed)","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/missing-routes.spec.ts","steward: /dashboard/cases list page renders (FLOW-004 fixed)","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/missing-routes.spec.ts","member: /dashboard/claims list page renders (FLOW-005 fixed)","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/ocra-adaptive-flow.spec.ts","renders the consent step and exposes the assessment flow root","failed","58103","page.goto-45s-timeout","high","TimeoutError: page.goto: Timeout 45000ms exceeded. Call log: [2m  - navigating to ""http://localhost:3002/en-CA/continuity-assessment/start"", waiting until ""load""[22m     36 |     page,   37 |   }) => { > 38 |     await page.goto(ASSESSMENT_PATH_EN);      |                ^   39 |     await expect(   40 |       page.getByTestId('icra-assessment-flow').first(),   41 |     ).toBeVisible({ timeout: 20_000 });     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\ocra-adaptive-flow.spec.ts:38:16",""
"admin","e2e/ocra-adaptive-flow.spec.ts","fr-CA route renders the assessment flow","failed","58106","page.goto-45s-timeout","high","TimeoutError: page.goto: Timeout 45000ms exceeded. Call log: [2m  - navigating to ""http://localhost:3002/fr-CA/continuity-assessment/start"", waiting until ""load""[22m     46 |   47 |   test('fr-CA route renders the assessment flow', async ({ page }) => { > 48 |     await page.goto(ASSESSMENT_PATH_FR);      |                ^   49 |     await expect(   50 |       page.getByTestId('icra-assessment-flow').first(),   51 |     ).toBeVisible({ timeout: 20_000 });     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\ocra-adaptive-flow.spec.ts:48:16",""
"admin","e2e/ocra-adaptive-flow.spec.ts","telemetry POSTs never carry org names or free text","failed","58050","page.goto-45s-timeout","high","TimeoutError: page.goto: Timeout 45000ms exceeded. Call log: [2m  - navigating to ""http://localhost:3002/en-CA/continuity-assessment/start"", waiting until ""load""[22m     73 |     });   74 | > 75 |     await page.goto(ASSESSMENT_PATH_EN);      |                ^   76 |     // Give the page a moment to settle any initial telemetry beacon   77 |     await page.waitForLoadState('load');   78 |     expect(violations).toEqual([]);     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\ocra-adaptive-flow.spec.ts:75:16",""
"admin","e2e/ocra-adaptive-flow.spec.ts","small local union: consent → org context → adaptive card → submit","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/ocra-adaptive-flow.spec.ts","federated national union: distinct band assignment + distinct routed count","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/ocra-adaptive-flow.spec.ts","healthcare authority — adaptive card reflects healthcare exposure band","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/ocra-adaptive-flow.spec.ts","resume mid-flow restores adaptive context","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/ocra-adaptive-flow.spec.ts","corrupted persisted state falls back to consent step gracefully","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/pilot-journey.spec.ts","member intake uses the approved intake and evidence endpoints","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m     8 |   test.skip(!isTestAuth, 'Requires PLAYWRIGHT_TEST_AUTH=true');    9 | > 10 |   test.beforeAll(async ({ request }) => {      |        ^   11 |     await ensureServerReady(request);   12 |     await bootstrapE2EAuth(request);   13 |   });     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\pilot-journey.spec.ts:10:8",""
"admin","e2e/pilot-journey.spec.ts","staff pilot APIs have authenticated coverage for assign, transition, audit, and export","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/stakeholder-demo-journeys.spec.ts","executive demo path is stable and continuity-safe","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    24 |   25 | test.describe('UnionEyes stakeholder demo journeys', () => { > 26 |   test.beforeAll(async ({ request }) => {      |        ^   27 |     await bootstrapE2EAuth(request);   28 |   });   29 |     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\stakeholder-demo-journeys.spec.ts:26:8",""
"admin","e2e/stakeholder-demo-journeys.spec.ts","staff/steward demo path is operational and non-executive","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/stakeholder-demo-journeys.spec.ts","governance demo path is explainability-safe and non-surveillance","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/stakeholder-demo-journeys.spec.ts","member demo path remains simple and non-governance","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/stakeholder-demo-journeys.spec.ts","admin demo path exposes controls and pilot configuration","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/stakeholder-demo-journeys.spec.ts","for-clc and context-aware pages preserve context in CTAs","failed","58134","page.goto-45s-timeout","high","TimeoutError: page.goto: Timeout 45000ms exceeded. Call log: [2m  - navigating to ""http://localhost:3002/en-CA/for-clc"", waiting until ""domcontentloaded""[22m     154 |   155 |     for (const route of routes) { > 156 |       await page.goto(`/${locale}${route}`, { waitUntil: 'domcontentloaded' });       |                  ^   157 |       await expect(page.locator('body')).toBeVisible();   158 |       await expect(page).not.toHaveURL(/404|not-found/i);   159 |     }     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\stakeholder-demo-journeys.spec.ts:156:18",""
"admin","e2e/stakeholder-demo-journeys.spec.ts","pilot request CTA remains actionable from context routes","failed","58147","page.goto-45s-timeout","high","TimeoutError: page.goto: Timeout 45000ms exceeded. Call log: [2m  - navigating to ""http://localhost:3002/en-CA/proof?context=procurement"", waiting until ""domcontentloaded""[22m     182 |   183 |   test('pilot request CTA remains actionable from context routes', async ({ page }) => { > 184 |     await page.goto(`/${locale}/proof?context=procurement`, { waitUntil: 'domcontentloaded' });       |                ^   185 |     const procurementContextCta = page   186 |       .locator(   187 |         'a[href*=""/organizational-continuity-risk""][href*=""context=procurement""], a[href*=""/institutional-continuity-risk""][href*=""context=procurement""]',     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\stakeholder-demo-journeys.spec.ts:184:16",""
"admin","e2e/stakeholder-demo-journeys.spec.ts","executive and governance journeys avoid raw FSM language","failed","58069","page.goto-45s-timeout","high","TimeoutError: page.goto: Timeout 45000ms exceeded. Call log: [2m  - navigating to ""http://localhost:3002/en-CA/proof?context=executive"", waiting until ""domcontentloaded""[22m     206 |   207 |   test('executive and governance journeys avoid raw FSM language', async ({ page }) => { > 208 |     await page.goto(`/${locale}/proof?context=executive`, { waitUntil: 'domcontentloaded' });       |                ^   209 |     await assertNoTextExposure(page, ['FSM', 'Finite State Machine', 'Workflow Engine', 'Transition Graph']);   210 |   211 |     await page.goto(`/${locale}/trust?context=governance`, { waitUntil: 'domcontentloaded' });     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\stakeholder-demo-journeys.spec.ts:208:16",""
"admin","e2e/ue-workflow.spec.ts","1) intake -> review -> assign -> escalate -> resolve","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    11 |   12 | test.describe('UnionEyes QA E2E Flows', () => { > 13 |   test.beforeAll(async ({ request }) => {      |        ^   14 |     await ensureServerReady(request)   15 |     await seedOrVerifyTestState(request)   16 |   })     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\ue-workflow.spec.ts:13:8",""
"admin","e2e/ue-workflow.spec.ts","2) unauthorized access attempt is blocked","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/ue-workflow.spec.ts","3) cross-org access attempt is blocked","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/ue-workflow.spec.ts","4) read-only journey blocks mutation","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/ue-workflow.spec.ts","5) intelligence dashboard endpoint is tier-gated","skipped","0","dnr-dependency-skipped","high","",""
"admin","e2e/ue-workflow.spec.ts","6) export audit pack route is role and org constrained","skipped","0","dnr-dependency-skipped","high","",""
"admin","tests/e2e/admin-assignment.spec.ts","admin can assign and member cannot assign","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    3 |   4 | test.describe('UE E2E - admin assignment', () => { > 5 |   test.beforeAll(async ({ request }) => {     |        ^   6 |     await ensureServerReady(request)   7 |     await seedOrVerifyTestState(request)   8 |   })     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\tests\e2e\admin-assignment.spec.ts:5:8",""
"executive","e2e/cba-intelligence.spec.ts","authenticated user can navigate protected continuity route without auth failure","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    44 |   test.skip(!isTestAuth, ""Requires PLAYWRIGHT_TEST_AUTH=true"");   45 | > 46 |   test.beforeAll(async ({ request }) => {      |        ^   47 |     await ensureServerReady(request);   48 |     await seedOrVerifyTestState(request);   49 |   });     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\cba-intelligence.spec.ts:46:8",""
"executive","e2e/cba-intelligence.spec.ts","renders tabbed workflow when entitled, otherwise remains stable under module gating","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/auth-failure-handling.spec.ts","unauthenticated requests are denied at all critical surfaces (NEG-AUTH-NO-SESSION)","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    36 |   37 | test.describe('UE E2E — auth and session failure handling', () => { > 38 |   test.beforeAll(async ({ request }) => {      |        ^   39 |     await ensureServerReady(request)   40 |     await seedOrVerifyTestState(request)   41 |   })     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\tests\e2e\auth-failure-handling.spec.ts:38:8",""
"security","tests/e2e/auth-failure-handling.spec.ts","member role is insufficient for evidence export (NEG-AUTH-MEMBER-EVIDENCE-EXPORT)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/auth-failure-handling.spec.ts","member role is insufficient for audit log access (NEG-AUTH-MEMBER-AUDIT-READ)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/auth-failure-handling.spec.ts","role cannot be escalated via header injection (NEG-AUTH-HEADER-INJECTION)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/auth-failure-handling.spec.ts","session switch isolates state between users (NEG-AUTH-SESSION-ISOLATION)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/auth-failure-handling.spec.ts","auditor cannot perform mutations (NEG-AUTH-AUDITOR-MUTATION)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/auth-failure-handling.spec.ts","steward cannot perform admin-only operations (NEG-AUTH-STEWARD-ADMIN-LIMIT)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/auth-session-switch.spec.ts","sequential logins replace the active session and role context","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    13 |   14 | test.describe('UE E2E - auth session switching', () => { > 15 |   test.beforeAll(async ({ request }) => {      |        ^   16 |     await ensureServerReady(request)   17 |     await seedOrVerifyTestState(request)   18 |   })     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\tests\e2e\auth-session-switch.spec.ts:15:8",""
"security","tests/e2e/cross-org-block.spec.ts","wrong-org user cannot access case or audit export","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    3 |   4 | test.describe('UE E2E - cross-org containment', () => { > 5 |   test.beforeAll(async ({ request }) => {     |        ^   6 |     await ensureServerReady(request)   7 |     await seedOrVerifyTestState(request)   8 |   })     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\tests\e2e\cross-org-block.spec.ts:5:8",""
"security","tests/e2e/cross-org-block.spec.ts","wrong-org member cannot access evidence/documents from another org (MEMBER-CANNOT-VIEW-WRONG-ORG-DOCUMENT)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/cross-org-block.spec.ts","wrong-org auditor cannot access audit records from another org (AUDITOR-CANNOT-ACCESS-WRONG-ORG)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/evidence-misuse.spec.ts","invalid evidence ID returns safe error — no server crash or data leak (NEG-EVIDENCE-INVALID-ID)","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    28 |   29 | test.describe('UE E2E — evidence misuse and access control', () => { > 30 |   test.beforeAll(async ({ request }) => {      |        ^   31 |     await ensureServerReady(request)   32 |     await seedOrVerifyTestState(request)   33 |   })     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\tests\e2e\evidence-misuse.spec.ts:30:8",""
"security","tests/e2e/evidence-misuse.spec.ts","cross-org evidence request is denied (NEG-EVIDENCE-CROSS-ORG)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/evidence-misuse.spec.ts","member cannot export evidence (insufficient role) (NEG-EVIDENCE-MEMBER-EXPORT)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/evidence-misuse.spec.ts","authorized evidence export returns audit-safe structure only (NEG-EVIDENCE-EXPORT-SHAPE)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/evidence-misuse.spec.ts","member cannot delete evidence (NEG-EVIDENCE-MEMBER-DELETE)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/evidence-misuse.spec.ts","evidence upload without session is denied (NEG-EVIDENCE-ANON-UPLOAD)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/evidence-misuse.spec.ts","evidence governance telemetry does not expose sensitive case content (NEG-EVIDENCE-TELEMETRY-SAFE)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/negative-workflow-transitions.spec.ts","triage → resolved is blocked — must go via under_review (NEG-FSM-TRIAGE-DIRECT-RESOLVE)","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    25 |   26 | test.describe('UE E2E — negative workflow transitions (FSM invariant)', () => { > 27 |   test.beforeAll(async ({ request }) => {      |        ^   28 |     await ensureServerReady(request)   29 |     await seedOrVerifyTestState(request)   30 |   })     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\tests\e2e\negative-workflow-transitions.spec.ts:27:8",""
"security","tests/e2e/negative-workflow-transitions.spec.ts","closed → investigation is blocked without explicit reopen (NEG-FSM-CLOSED-NO-INVESTIGATION)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/negative-workflow-transitions.spec.ts","member cannot self-advance case to arbitration (NEG-FSM-ARBITRATION-BYPASS)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/negative-workflow-transitions.spec.ts","member cannot directly resolve a case (NEG-FSM-MEMBER-DIRECT-RESOLVE)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/negative-workflow-transitions.spec.ts","re-submitting a resolved case without reopen is rejected (NEG-FSM-RESUBMIT-CLOSED)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/negative-workflow-transitions.spec.ts","unauthorized user cannot perform any transition (NEG-FSM-UNAUTHORIZED-TRANSITION)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/org-isolation-negative.spec.ts","wrong-org user cannot lookup primary-org grievance by claim number (NEG-ORG-CLAIM-LOOKUP)","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    31 |   32 | test.describe('UE E2E — org isolation negative paths', () => { > 33 |   test.beforeAll(async ({ request }) => {      |        ^   34 |     await ensureServerReady(request)   35 |     await seedOrVerifyTestState(request)   36 |   })     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\tests\e2e\org-isolation-negative.spec.ts:33:8",""
"security","tests/e2e/org-isolation-negative.spec.ts","wrong-org user cannot view documents/evidence for primary-org case (NEG-ORG-EVIDENCE-READ)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/org-isolation-negative.spec.ts","wrong-org user cannot export evidence for primary-org case (NEG-ORG-EXPORT)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/org-isolation-negative.spec.ts","universal search cannot return primary-org records to wrong-org user (NEG-ORG-SEARCH-LEAKAGE)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/org-isolation-negative.spec.ts","dashboard metrics do not expose primary-org aggregate data to wrong-org user (NEG-ORG-DASHBOARD-METRICS)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/org-isolation-negative.spec.ts","audit log cannot be read by wrong-org user (NEG-ORG-AUDIT-READ)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/org-isolation-negative.spec.ts","workbench case list does not include primary-org cases for wrong-org user (NEG-ORG-WORKBENCH)","skipped","0","dnr-dependency-skipped","high","",""
"security","tests/e2e/org-isolation-negative.spec.ts","workflow transition on primary-org case is denied to wrong-org user (NEG-ORG-WORKFLOW-MUTATION)","skipped","0","dnr-dependency-skipped","high","",""
"bilingual-en","e2e/bilingual/_helpers.ts","locale-prefixed homepage /en-CA renders with <html lang=""en-CA"">","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    44 | export function runBilingualSmokeSuite(locale: BilingualLocale): void {   45 |   test.describe(`Bilingual smoke — ${locale}`, () => { > 46 |     test.beforeAll(async ({ request }) => {      |          ^   47 |       await ensureServerReady(request);   48 |     });   49 |     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\bilingual\_helpers.ts:46:10",""
"bilingual-en","e2e/bilingual/_helpers.ts","locale-prefixed /en-CA/trust renders with <html lang=""en-CA"">","skipped","0","dnr-dependency-skipped","high","",""
"bilingual-en","e2e/bilingual/_helpers.ts","locale-prefixed /en-CA/pricing renders with <html lang=""en-CA"">","skipped","0","dnr-dependency-skipped","high","",""
"bilingual-en","e2e/bilingual/_helpers.ts","locale-prefixed /en-CA/story renders with <html lang=""en-CA"">","skipped","0","dnr-dependency-skipped","high","",""
"bilingual-en","e2e/bilingual/_helpers.ts","locale-prefixed homepage /en-CA exposes UnionEyes brand in <title>","skipped","0","dnr-dependency-skipped","high","",""
"bilingual-en","e2e/bilingual/_helpers.ts","locale-prefixed homepage /en-CA has no images missing alt attribute","skipped","0","dnr-dependency-skipped","high","",""
"bilingual-en","e2e/bilingual/_helpers.ts","API health endpoint reachable (locale=en-CA project context)","skipped","0","dnr-dependency-skipped","high","",""
"bilingual-fr","e2e/bilingual/_helpers.ts","locale-prefixed homepage /fr-CA renders with <html lang=""fr-CA"">","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    44 | export function runBilingualSmokeSuite(locale: BilingualLocale): void {   45 |   test.describe(`Bilingual smoke — ${locale}`, () => { > 46 |     test.beforeAll(async ({ request }) => {      |          ^   47 |       await ensureServerReady(request);   48 |     });   49 |     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\bilingual\_helpers.ts:46:10",""
"bilingual-fr","e2e/bilingual/_helpers.ts","locale-prefixed /fr-CA/trust renders with <html lang=""fr-CA"">","skipped","0","dnr-dependency-skipped","high","",""
"bilingual-fr","e2e/bilingual/_helpers.ts","locale-prefixed /fr-CA/pricing renders with <html lang=""fr-CA"">","skipped","0","dnr-dependency-skipped","high","",""
"bilingual-fr","e2e/bilingual/_helpers.ts","locale-prefixed /fr-CA/story renders with <html lang=""fr-CA"">","skipped","0","dnr-dependency-skipped","high","",""
"bilingual-fr","e2e/bilingual/_helpers.ts","locale-prefixed homepage /fr-CA exposes UnionEyes brand in <title>","skipped","0","dnr-dependency-skipped","high","",""
"bilingual-fr","e2e/bilingual/_helpers.ts","locale-prefixed homepage /fr-CA has no images missing alt attribute","skipped","0","dnr-dependency-skipped","high","",""
"bilingual-fr","e2e/bilingual/_helpers.ts","API health endpoint reachable (locale=fr-CA project context)","skipped","0","dnr-dependency-skipped","high","",""
"accessibility","e2e/a11y/smoke.spec.ts","every marketing route sets <html lang> to a non-empty value","timedOut","0","ensureServerReady-180s","high","[31m""beforeAll"" hook timeout of 180000ms exceeded.[39m    81 |   82 | test.describe('Accessibility smoke — structural WCAG invariants', () => { > 83 |   test.beforeAll(async ({ request }) => {      |        ^   84 |     await ensureServerReady(request);   85 |   });   86 |     at C:\APPS\nzila-automation-phase0c\apps\union-eyes\e2e\a11y\smoke.spec.ts:83:8",""
"accessibility","e2e/a11y/smoke.spec.ts","every <img> on every marketing route has an alt attribute","skipped","0","dnr-dependency-skipped","high","",""
"accessibility","e2e/a11y/smoke.spec.ts","every marketing route has exactly one <h1>","skipped","0","dnr-dependency-skipped","high","",""
"accessibility","e2e/a11y/smoke.spec.ts","every visible <a href> on every marketing route has an accessible name","skipped","0","dnr-dependency-skipped","high","",""
"accessibility","e2e/a11y/smoke.spec.ts","every visible <button> on every marketing route has an accessible name","skipped","0","dnr-dependency-skipped","high","",""
