legacyPath,category,disposition,phase,targetPath,usesBase44,usesUpload,usesAppLanguageContext,securityNotes,dependencyOfPath,notes
src/components/courtlens/MissingInfoRadar.jsx,components/courtlens/top-level,review-required,,,false,false,true,,,
src/components/courtlens/NavSection.jsx,components/courtlens/top-level,review-required,,,false,false,true,,,
src/components/courtlens/NotificationCenter.jsx,components/courtlens/top-level,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/ParentOrgLayout.jsx,components/courtlens/top-level,review-required,,,false,false,false,,,
src/components/courtlens/PlatformOwnerLayout.jsx,components/courtlens/top-level,review-required,,,false,false,false,,,
src/components/courtlens/PortalLayout.jsx,components/courtlens/top-level,review-required,,,false,false,true,,,
src/components/courtlens/PublicFooter.jsx,components/courtlens/top-level,review-required,,,false,false,true,privilege/consent/retention terms present — legal review required,,
src/components/courtlens/PublicLayout.jsx,components/courtlens/top-level,review-required,,,false,false,true,,,
src/components/courtlens/PublicNav.jsx,components/courtlens/top-level,review-required,,,false,false,true,,,
src/components/courtlens/ReadOnlyIndicator.jsx,components/courtlens/top-level,review-required,,,false,false,false,,,
src/components/courtlens/RestrictedAccess.jsx,components/courtlens/top-level,discard,,,false,false,false,,,Replaced by server-side hasPermission gates on each route.
src/components/courtlens/ReviewBoundary.jsx,components/courtlens/top-level,review-required,,,false,false,true,,,
src/components/courtlens/ReviewReadiness.jsx,components/courtlens/top-level,review-required,,,false,false,true,,,
src/components/courtlens/RoleGuard.jsx,components/courtlens/top-level,discard,,,false,false,false,client PII terms present — redaction contract required,,Replaced by server-side hasPermission gates on each route.
src/components/courtlens/SredDocCard.jsx,components/courtlens/top-level,review-required,,,false,false,false,,,
src/components/courtlens/StageDurationChart.jsx,components/courtlens/top-level,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/StatCard.jsx,components/courtlens/top-level,review-required,,,false,false,false,,,
src/components/courtlens/TenantOrgLayout.jsx,components/courtlens/top-level,review-required,,,false,false,false,,,
src/components/courtlens/TopbarSearch.jsx,components/courtlens/top-level,review-required,,,false,false,false,,,
src/components/courtlens/__tests__/AppErrorBoundary.test.jsx,components/courtlens/__tests__,review-required,,,false,false,false,client PII terms present — redaction contract required,,
src/components/courtlens/__tests__/PublicNav.test.jsx,components/courtlens/__tests__,review-required,,,false,false,false,,,
src/components/courtlens/audit/AuditLogSummaryExport.jsx,components/courtlens/audit,review-required,,,false,false,false,privilege/consent/retention terms present — legal review required,,
src/components/courtlens/billing/BillingBanner.jsx,components/courtlens/billing,defer,,,false,false,false,,,
src/components/courtlens/billing/BillingConfigCard.jsx,components/courtlens/billing,defer,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/billing/BillingPanel.jsx,components/courtlens/billing,defer,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/billing/PilotBanner.jsx,components/courtlens/billing,defer,,,false,false,false,,,
src/components/courtlens/billing/SyncBillingButton.jsx,components/courtlens/billing,defer,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/casepacket/CasePacketTimeline.jsx,components/courtlens/casepacket,defer,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,"Review-packet page is Phase 4, not Phase 1."
src/components/courtlens/casepacket/PacketTemplatePicker.jsx,components/courtlens/casepacket,review-required,,,false,false,false,,,
src/components/courtlens/casepacket/PacketTemplatePreview.jsx,components/courtlens/casepacket,defer,,,true,true,false,client PII terms present — redaction contract required; upload path — blob storage + antivirus + size limits required; base44 SDK reference — must be rewritten to Nzila services,,"Review-packet page is Phase 4, not Phase 1."
src/components/courtlens/casepacket/SavedResponseLibrary.jsx,components/courtlens/casepacket,review-required,,,true,false,false,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/compliance/AIDisclosureStep.jsx,components/courtlens/compliance,defer,,,false,false,false,privilege/consent/retention terms present — legal review required,,
src/components/courtlens/compliance/ComplianceSettings.jsx,components/courtlens/compliance,defer,,,true,false,false,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/compliance/ConsentWithdrawal.jsx,components/courtlens/compliance,defer,,,true,false,false,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/compliance/IdentityVerificationPanel.jsx,components/courtlens/compliance,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/compliance/IntakeComplianceFields.jsx,components/courtlens/compliance,defer,,,false,false,false,privilege/consent/retention terms present — legal review required,,
src/components/courtlens/compliance/PrivilegeMarkingBadge.jsx,components/courtlens/compliance,defer,,,true,false,false,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/compliance/RetainerPanel.jsx,components/courtlens/compliance,defer,,,true,false,true,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/compliance/SafetyEscalationPanel.jsx,components/courtlens/compliance,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/compliance/SessionTimeout.jsx,components/courtlens/compliance,defer,,,false,false,false,,,
src/components/courtlens/compliance/TeamAIDisclosurePanel.jsx,components/courtlens/compliance,defer,,,true,false,false,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/conflict/ConflictPanel.jsx,components/courtlens/conflict,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/documents/DocumentCard.jsx,components/courtlens/documents,review-required,,,false,false,true,,,
src/components/courtlens/documents/DocumentFilters.jsx,components/courtlens/documents,review-required,,,false,false,true,,,
src/components/courtlens/documents/DocumentStats.jsx,components/courtlens/documents,review-required,,,false,false,true,,,
src/components/courtlens/eligibility/EligibilityPanel.jsx,components/courtlens/eligibility,review-required,,,true,false,true,client PII terms present — redaction contract required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/engagement/ContributionBadges.jsx,components/courtlens/engagement,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/engagement/ImpactMilestones.jsx,components/courtlens/engagement,defer,,,false,false,true,,,
src/components/courtlens/engagement/PeerRecognitionPanel.jsx,components/courtlens/engagement,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/engagement/WeeklyDigestPreview.jsx,components/courtlens/engagement,defer,,,false,false,true,,,
src/components/courtlens/help/HelpCenter.jsx,components/courtlens/help,discard,,,true,false,false,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/help/HelpProvider.jsx,components/courtlens/help,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/courtlens/help/HelpTooltip.jsx,components/courtlens/help,discard,,,false,false,false,,,
src/components/courtlens/help/OnboardingTour.jsx,components/courtlens/help,discard,,,false,false,false,,,
src/components/courtlens/impact/ClosureOutcomes.jsx,components/courtlens/impact,defer,,,false,false,true,,,
src/components/courtlens/impact/CommunityReached.jsx,components/courtlens/impact,defer,,,false,false,true,,,
src/components/courtlens/impact/HumanEngagement.jsx,components/courtlens/impact,defer,,,false,false,true,client PII terms present — redaction contract required,,
src/components/courtlens/impact/ImpactHero.jsx,components/courtlens/impact,defer,,,false,false,true,,,
src/components/courtlens/impact/JurisdictionUrgencyMap.jsx,components/courtlens/impact,defer,,,false,false,true,,,
src/components/courtlens/impact/MatterLifecycle.jsx,components/courtlens/impact,defer,,,false,false,true,,,
src/components/courtlens/impact/OperationalReadiness.jsx,components/courtlens/impact,defer,,,false,false,true,,,
src/components/courtlens/impact/PatternsAndInsights.jsx,components/courtlens/impact,defer,,,false,false,true,,,
src/components/courtlens/impact/SectionHeader.jsx,components/courtlens/impact,defer,,,false,false,false,,,
src/components/courtlens/impact/TimeSummary.jsx,components/courtlens/impact,defer,,,false,false,true,,,
src/components/courtlens/impact/TriageTimeline.jsx,components/courtlens/impact,defer,,,false,false,true,,,
src/components/courtlens/impact/UrgencyCaught.jsx,components/courtlens/impact,defer,,,false,false,true,,,
src/components/courtlens/intake/ClosableBanner.jsx,components/courtlens/intake,review-required,,,false,false,false,client PII terms present — redaction contract required,,
src/components/courtlens/intake/IntakeFormParts.jsx,components/courtlens/intake,review-required,,,false,false,false,client PII terms present — redaction contract required,,
src/components/courtlens/intake/IntakeStepper.jsx,components/courtlens/intake,review-required,,,false,false,true,,,
src/components/courtlens/intake/LanguageSelector.jsx,components/courtlens/intake,review-required,,,false,false,false,,,
src/components/courtlens/intake/TemplatePicker.jsx,components/courtlens/intake,review-required,,,false,false,false,,,
src/components/courtlens/intake/WorkflowQuestions.jsx,components/courtlens/intake,review-required,,,false,false,false,privilege/consent/retention terms present — legal review required,,
src/components/courtlens/matter/AISafetyIndicator.jsx,components/courtlens/matter,review-required,,,false,false,true,,,
src/components/courtlens/matter/BenchSignals.jsx,components/courtlens/matter,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/matter/BenchSlaPanel.jsx,components/courtlens/matter,review-required,,,false,false,true,,,
src/components/courtlens/matter/BulkActionBar.jsx,components/courtlens/matter,defer,,,false,false,false,,,Needs bulk-transition endpoint. No such route exists.
src/components/courtlens/matter/CaseOverview.jsx,components/courtlens/matter,duplicate,,,true,false,true,client PII terms present — redaction contract required; base44 SDK reference — must be rewritten to Nzila services,,Existing apps/abr/app/[locale]/dashboard/courtlens/matters/[matterId]/page.tsx already renders the summary + context dl. Phase 1 does not add a separate CaseOverview component.
src/components/courtlens/matter/ClosureDialog.jsx,components/courtlens/matter,review-required,,,false,false,true,,,
src/components/courtlens/matter/CommunicationPanel.jsx,components/courtlens/matter,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,Notes UI. Depends on note-write authorization contract not yet drafted for the refactor.
src/components/courtlens/matter/DashboardBulkMenu.jsx,components/courtlens/matter,review-required,,,false,false,false,,,
src/components/courtlens/matter/EngagementPanel.jsx,components/courtlens/matter,review-required,,,false,false,true,,,
src/components/courtlens/matter/EvidencePanel.jsx,components/courtlens/matter,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,Needs getMatterDocuments + incident_documents table. No matching table exists in the current schema.
src/components/courtlens/matter/JurisdictionContext.jsx,components/courtlens/matter,review-required,,,false,false,true,,,
src/components/courtlens/matter/KanbanBoard.jsx,components/courtlens/matter,review-required,,,true,false,true,client PII terms present — redaction contract required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/matter/KanbanCard.jsx,components/courtlens/matter,review-required,,,false,false,true,client PII terms present — redaction contract required,,
src/components/courtlens/matter/KeyboardShortcutsHelp.jsx,components/courtlens/matter,review-required,,,false,false,true,,,
src/components/courtlens/matter/MatterAuditTrail.jsx,components/courtlens/matter,port,1,apps/abr/app/[locale]/dashboard/courtlens/matters/[matterId]/CaseTimelinePanel.tsx,false,false,true,,,Renamed to CaseTimelinePanel per Phase 0 review. Renders IncidentTimelineItem[] already returned by getMatterDetail. Read-only — no audit doctrine change.
src/components/courtlens/matter/MatterExportMenu.jsx,components/courtlens/matter,review-required,,,true,false,true,client PII terms present — redaction contract required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/matter/MatterTable.jsx,components/courtlens/matter,defer,,,false,false,true,,,Sortable table for the queue. Not a Phase 1 concern.
src/components/courtlens/matter/ReviewerActions.jsx,components/courtlens/matter,duplicate,,,false,false,true,client PII terms present — redaction contract required,,apps/abr/app/[locale]/dashboard/courtlens/matters/[matterId]/ReviewerActions.tsx already exists.
src/components/courtlens/matter/ReviewerPicker.jsx,components/courtlens/matter,defer,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,Needs listReviewersForOrg on matter-service.ts. No such export today.
src/components/courtlens/matter/ReviewerPresenceIndicator.jsx,components/courtlens/matter,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/matter/RiskPanel.jsx,components/courtlens/matter,port,1,apps/abr/app/[locale]/dashboard/courtlens/matters/[matterId]/RiskPanel.tsx,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,Renders view.riskFlags (already returned by buildMatterDetailView). No new data-layer work.
src/components/courtlens/matter/SourcePanel.jsx,components/courtlens/matter,review-required,,,false,false,true,,,
src/components/courtlens/matter/TaskPanel.jsx,components/courtlens/matter,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/matter/TimeTrackingPanel.jsx,components/courtlens/matter,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/matter/WorkflowResponses.jsx,components/courtlens/matter,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/onboarding/AccountStep.jsx,components/courtlens/onboarding,discard,,,false,false,false,,,
src/components/courtlens/onboarding/ConfirmationStep.jsx,components/courtlens/onboarding,discard,,,false,false,false,,,
src/components/courtlens/onboarding/OrgStep.jsx,components/courtlens/onboarding,discard,,,false,false,false,privilege/consent/retention terms present — legal review required,,
src/components/courtlens/onboarding/OtpStep.jsx,components/courtlens/onboarding,discard,,,false,false,false,,,
src/components/courtlens/onboarding/StepProgress.jsx,components/courtlens/onboarding,discard,,,false,false,false,,,
src/components/courtlens/platform/AccessReviewCard.jsx,components/courtlens/platform,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/platform/CreateTenantForm.jsx,components/courtlens/platform,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/platform/EligibilityRuleForm.jsx,components/courtlens/platform,review-required,,,false,false,false,client PII terms present — redaction contract required,,
src/components/courtlens/platform/InvitePlatformUserForm.jsx,components/courtlens/platform,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/platform/ObservabilityCard.jsx,components/courtlens/platform,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/platform/OnboardingStageTracker.jsx,components/courtlens/platform,review-required,,,true,false,false,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/platform/OrgStatusActions.jsx,components/courtlens/platform,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/platform/PlatformDataTable.jsx,components/courtlens/platform,review-required,,,false,false,false,,,
src/components/courtlens/platform/PlatformPoliciesForm.jsx,components/courtlens/platform,review-required,,,true,false,false,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/platform/PlatformProfileForm.jsx,components/courtlens/platform,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/platform/SourceContentVerificationPanel.jsx,components/courtlens/platform,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/platform/StrategicExpansionPanel.jsx,components/courtlens/platform,review-required,,,false,false,false,,,
src/components/courtlens/platform/SupportSlaMatrix.jsx,components/courtlens/platform,review-required,,,false,false,false,,,
src/components/courtlens/platform/SystemReadinessSnapshot.jsx,components/courtlens/platform,review-required,,,false,false,false,,,
src/components/courtlens/public/AccessGraphHubNav.jsx,components/courtlens/public,review-required,,,false,false,true,,,
src/components/courtlens/public/ArticleBlockRenderer.jsx,components/courtlens/public,review-required,,,false,false,false,,,
src/components/courtlens/public/ArticleLayout.jsx,components/courtlens/public,review-required,,,false,false,true,client PII terms present — redaction contract required,,
src/components/courtlens/public/FormErrorSummary.jsx,components/courtlens/public,review-required,,,false,false,true,,,
src/components/courtlens/public/LandingBlocks.jsx,components/courtlens/public,review-required,,,false,false,true,client PII terms present — redaction contract required,,
src/components/courtlens/public/PackVitals.jsx,components/courtlens/public,review-required,,,false,false,false,,,
src/components/courtlens/public/PublicImage.jsx,components/courtlens/public,review-required,,,false,false,false,,,
src/components/courtlens/public/SharedDeviceWarning.jsx,components/courtlens/public,review-required,,,false,false,true,,,
src/components/courtlens/referrals/DestinationPicker.jsx,components/courtlens/referrals,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/referrals/ReferralPartnerDirectory.jsx,components/courtlens/referrals,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/resources/ResourceCard.jsx,components/courtlens/resources,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/resources/ResourceFilters.jsx,components/courtlens/resources,review-required,,,false,false,false,,,
src/components/courtlens/resources/ResourceSubPage.jsx,components/courtlens/resources,review-required,,,false,false,false,,,
src/components/courtlens/templates/TemplateCard.jsx,components/courtlens/templates,review-required,,,false,false,true,,,
src/components/courtlens/templates/TemplateEditor.jsx,components/courtlens/templates,review-required,,,true,true,false,upload path — blob storage + antivirus + size limits required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/templates/TemplatePreview.jsx,components/courtlens/templates,review-required,,,true,true,false,upload path — blob storage + antivirus + size limits required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/workflow/WorkflowChildEditor.jsx,components/courtlens/workflow,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/workflow/WorkflowTemplateEditor.jsx,components/courtlens/workflow,review-required,,,true,false,false,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/components/courtlens/workload/CapacityHeatmap.jsx,components/courtlens/workload,review-required,,,false,false,true,,,
src/components/courtlens/workload/RecommendationsPanel.jsx,components/courtlens/workload,review-required,,,false,false,true,,,
src/components/courtlens/workload/ReviewerCard.jsx,components/courtlens/workload,review-required,,,false,false,true,,,
src/components/courtlens/workload/WorkloadStats.jsx,components/courtlens/workload,review-required,,,false,false,true,,,
src/components/ui/accordion.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/alert-dialog.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/alert.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/aspect-ratio.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/avatar.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/badge.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/breadcrumb.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/button.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/calendar.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/card.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/carousel.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/chart.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/checkbox.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/collapsible.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/command.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/context-menu.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/dialog.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/drawer.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/dropdown-menu.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/form.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/hover-card.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/input-otp.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/input.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/label.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/menubar.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/navigation-menu.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/pagination.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/popover.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/progress.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/radio-group.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/resizable.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/scroll-area.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/select.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/separator.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/sheet.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/sidebar.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/skeleton.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/slider.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/sonner.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/switch.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/table.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/tabs.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/textarea.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/toast.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/toaster.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/toggle-group.jsx,components/other,discard,,,false,false,false,client PII terms present — redaction contract required,,
src/components/ui/toggle.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/tooltip.jsx,components/other,discard,,,false,false,false,,,
src/components/ui/use-toast.jsx,components/other,discard,,,false,false,false,,,
src/hooks/use-mobile.jsx,src/other,review-required,,,false,false,false,,,
src/lib/AuthContext.jsx,src/other,review-required,,,true,false,false,client PII terms present — redaction contract required; base44 SDK reference — must be rewritten to Nzila services,,
src/lib/OrgContext.jsx,src/other,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/lib/PageNotFound.jsx,src/other,review-required,,,false,false,true,,,
src/lib/__tests__/PageNotFound.test.jsx,src/other,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/lib/i18n/AppLanguageContext.jsx,src/other,review-required,,,false,false,true,client PII terms present — redaction contract required,,
src/main.jsx,src/other,review-required,,,false,false,false,,,
src/pages/AIDisclosureConsent.jsx,pages/top-level,review-required,,,true,false,false,privilege/consent/retention terms present — legal review required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/AccessibilityStatement.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/CasePacketAssistant.jsx,pages/top-level,review-required,,,true,true,false,upload path — blob storage + antivirus + size limits required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/CheckStatus.jsx,pages/top-level,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/ClientInterview.jsx,pages/top-level,review-required,,,true,false,false,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/DebtIntake.jsx,pages/top-level,review-required,,,true,true,false,privilege/consent/retention terms present — legal review required; upload path — blob storage + antivirus + size limits required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/EmploymentIntake.jsx,pages/top-level,review-required,,,true,true,false,privilege/consent/retention terms present — legal review required; upload path — blob storage + antivirus + size limits required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/FAQ.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/ForgotPassword.jsx,pages/top-level,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/GoogleAdsLanding.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/Home.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/HousingIntake.jsx,pages/top-level,review-required,,,true,true,false,privilege/consent/retention terms present — legal review required; upload path — blob storage + antivirus + size limits required; base44 SDK reference — must be rewritten to Nzila services,,
src/pages/IntakeConfirmation.jsx,pages/top-level,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/LegalDisclaimer.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/Login.jsx,pages/top-level,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/Onboarding.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/OrganizationSelect.jsx,pages/top-level,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/Pricing.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/PrivacyConsent.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/Register.jsx,pages/top-level,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/ResetPassword.jsx,pages/top-level,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/Resources.jsx,pages/top-level,review-required,,,true,false,true,base44 SDK reference — must be rewritten to Nzila services,,
src/pages/StartIntake.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/TenantScopedCheckStatus.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/TenantScopedDebtIntake.jsx,pages/top-level,review-required,,,false,false,true,,,
src/pages/TenantScopedEmploymentIntake.jsx,pages/top-level,review-required,,,false,false,true,,,
